Name:: Spectrum 8568;Timestamp:: 2025-Jul-02 16:11:23;Device:: Ossila Spectrometer (COM5);Colour:: (192: 29: 50);Integration Time (ms):: 150.0;Accumulation Number:: 1;Averaging Number:: 1;Delay Time:: 0;Trigger Mode:: Internal;Measurement Type:: Intensity;Comments:: 
Wavelength (nm),Intensity,Smoothed,Background,Reference
319.73,1494.0,0.0,0.0,0.0
320.26,1504.0,0.0,0.0,0.0
320.79,1561.0,0.0,0.0,0.0
321.32,1592.0,0.0,0.0,0.0
321.85,1485.0,0.0,0.0,0.0
322.38,1530.0,0.0,0.0,0.0
322.91,1560.0,0.0,0.0,0.0
323.44,1523.0,0.0,0.0,0.0
323.97,1554.0,0.0,0.0,0.0
324.5,1516.0,0.0,0.0,0.0
325.03,1549.0,0.0,0.0,0.0
325.56,1582.0,0.0,0.0,0.0
326.09,1546.0,0.0,0.0,0.0
326.62,1543.0,0.0,0.0,0.0
327.15,1578.0,0.0,0.0,0.0
327.68,1540.0,0.0,0.0,0.0
328.21,1597.0,0.0,0.0,0.0
328.74,1548.0,0.0,0.0,0.0
329.27,1579.0,0.0,0.0,0.0
329.8,1598.0,0.0,0.0,0.0
330.32,1560.0,0.0,0.0,0.0
330.85,1508.0,0.0,0.0,0.0
331.38,1492.0,0.0,0.0,0.0
331.91,1621.0,0.0,0.0,0.0
332.44,1557.0,0.0,0.0,0.0
332.97,1575.0,0.0,0.0,0.0
333.5,1590.0,0.0,0.0,0.0
334.03,1625.0,0.0,0.0,0.0
334.56,1591.0,0.0,0.0,0.0
335.09,1584.0,0.0,0.0,0.0
335.62,1575.0,0.0,0.0,0.0
336.15,1584.0,0.0,0.0,0.0
336.67,1553.0,0.0,0.0,0.0
337.2,1601.0,0.0,0.0,0.0
337.73,1562.0,0.0,0.0,0.0
338.26,1610.0,0.0,0.0,0.0
338.79,1543.0,0.0,0.0,0.0
339.32,1494.0,0.0,0.0,0.0
339.85,1516.0,0.0,0.0,0.0
340.38,1492.0,0.0,0.0,0.0
340.9,1510.0,0.0,0.0,0.0
341.43,1499.0,0.0,0.0,0.0
341.96,1590.0,0.0,0.0,0.0
342.49,1615.0,0.0,0.0,0.0
343.02,1556.0,0.0,0.0,0.0
343.55,1551.0,0.0,0.0,0.0
344.07,1570.0,0.0,0.0,0.0
344.6,1575.0,0.0,0.0,0.0
345.13,1592.0,0.0,0.0,0.0
345.66,1535.0,0.0,0.0,0.0
346.19,1601.0,0.0,0.0,0.0
346.71,1610.0,0.0,0.0,0.0
347.24,1580.0,0.0,0.0,0.0
347.77,1557.0,0.0,0.0,0.0
348.3,1562.0,0.0,0.0,0.0
348.83,1554.0,0.0,0.0,0.0
349.35,1559.0,0.0,0.0,0.0
349.88,1594.0,0.0,0.0,0.0
350.41,1584.0,0.0,0.0,0.0
350.94,1517.0,0.0,0.0,0.0
351.46,1565.0,0.0,0.0,0.0
351.99,1522.0,0.0,0.0,0.0
352.52,1526.0,0.0,0.0,0.0
353.05,1531.0,0.0,0.0,0.0
353.57,1580.0,0.0,0.0,0.0
354.1,1533.0,0.0,0.0,0.0
354.63,1545.0,0.0,0.0,0.0
355.16,1520.0,0.0,0.0,0.0
355.68,1525.0,0.0,0.0,0.0
356.21,1522.0,0.0,0.0,0.0
356.74,1550.0,0.0,0.0,0.0
357.26,1602.0,0.0,0.0,0.0
357.79,1548.0,0.0,0.0,0.0
358.32,1536.0,0.0,0.0,0.0
358.84,1590.0,0.0,0.0,0.0
359.37,1600.0,0.0,0.0,0.0
359.9,1585.0,0.0,0.0,0.0
360.42,1569.0,0.0,0.0,0.0
360.95,1531.0,0.0,0.0,0.0
361.48,1538.0,0.0,0.0,0.0
362.0,1544.0,0.0,0.0,0.0
362.53,1570.0,0.0,0.0,0.0
363.06,1562.0,0.0,0.0,0.0
363.58,1525.0,0.0,0.0,0.0
364.11,1546.0,0.0,0.0,0.0
364.64,1595.0,0.0,0.0,0.0
365.16,1566.0,0.0,0.0,0.0
365.69,1600.0,0.0,0.0,0.0
366.21,1560.0,0.0,0.0,0.0
366.74,1571.0,0.0,0.0,0.0
367.27,1572.0,0.0,0.0,0.0
367.79,1567.0,0.0,0.0,0.0
368.32,1537.0,0.0,0.0,0.0
368.84,1541.0,0.0,0.0,0.0
369.37,1556.0,0.0,0.0,0.0
369.9,1566.0,0.0,0.0,0.0
370.42,1513.0,0.0,0.0,0.0
370.95,1548.0,0.0,0.0,0.0
371.47,1632.0,0.0,0.0,0.0
372.0,1590.0,0.0,0.0,0.0
372.52,1544.0,0.0,0.0,0.0
373.05,1543.0,0.0,0.0,0.0
373.58,1546.0,0.0,0.0,0.0
374.1,1616.0,0.0,0.0,0.0
374.63,1565.0,0.0,0.0,0.0
375.15,1530.0,0.0,0.0,0.0
375.68,1575.0,0.0,0.0,0.0
376.2,1587.0,0.0,0.0,0.0
376.73,1566.0,0.0,0.0,0.0
377.25,1559.0,0.0,0.0,0.0
377.78,1509.0,0.0,0.0,0.0
378.3,1586.0,0.0,0.0,0.0
378.83,1635.0,0.0,0.0,0.0
379.35,1620.0,0.0,0.0,0.0
379.88,1606.0,0.0,0.0,0.0
380.4,1563.0,0.0,0.0,0.0
380.93,1540.0,0.0,0.0,0.0
381.45,1492.0,0.0,0.0,0.0
381.98,1574.0,0.0,0.0,0.0
382.5,1545.0,0.0,0.0,0.0
383.02,1502.0,0.0,0.0,0.0
383.55,1582.0,0.0,0.0,0.0
384.07,1606.0,0.0,0.0,0.0
384.6,1539.0,0.0,0.0,0.0
385.12,1502.0,0.0,0.0,0.0
385.65,1526.0,0.0,0.0,0.0
386.17,1553.0,0.0,0.0,0.0
386.7,1565.0,0.0,0.0,0.0
387.22,1543.0,0.0,0.0,0.0
387.74,1565.0,0.0,0.0,0.0
388.27,1566.0,0.0,0.0,0.0
388.79,1629.0,0.0,0.0,0.0
389.32,1597.0,0.0,0.0,0.0
389.84,1553.0,0.0,0.0,0.0
390.36,1548.0,0.0,0.0,0.0
390.89,1597.0,0.0,0.0,0.0
391.41,1594.0,0.0,0.0,0.0
391.93,1539.0,0.0,0.0,0.0
392.46,1530.0,0.0,0.0,0.0
392.98,1539.0,0.0,0.0,0.0
393.51,1556.0,0.0,0.0,0.0
394.03,1560.0,0.0,0.0,0.0
394.55,1542.0,0.0,0.0,0.0
395.08,1583.0,0.0,0.0,0.0
395.6,1633.0,0.0,0.0,0.0
396.12,1596.0,0.0,0.0,0.0
396.65,1581.0,0.0,0.0,0.0
397.17,1494.0,0.0,0.0,0.0
397.69,1564.0,0.0,0.0,0.0
398.21,1595.0,0.0,0.0,0.0
398.74,1559.0,0.0,0.0,0.0
399.26,1531.0,0.0,0.0,0.0
399.78,1588.0,0.0,0.0,0.0
400.31,1598.0,0.0,0.0,0.0
400.83,1551.0,0.0,0.0,0.0
401.35,1541.0,0.0,0.0,0.0
401.88,1581.0,0.0,0.0,0.0
402.4,1633.0,0.0,0.0,0.0
402.92,1584.0,0.0,0.0,0.0
403.44,1594.0,0.0,0.0,0.0
403.97,1520.0,0.0,0.0,0.0
404.49,1559.0,0.0,0.0,0.0
405.01,1565.0,0.0,0.0,0.0
405.53,1514.0,0.0,0.0,0.0
406.06,1536.0,0.0,0.0,0.0
406.58,1594.0,0.0,0.0,0.0
407.1,1637.0,0.0,0.0,0.0
407.62,1579.0,0.0,0.0,0.0
408.14,1588.0,0.0,0.0,0.0
408.67,1597.0,0.0,0.0,0.0
409.19,1624.0,0.0,0.0,0.0
409.71,1562.0,0.0,0.0,0.0
410.23,1552.0,0.0,0.0,0.0
410.75,1522.0,0.0,0.0,0.0
411.28,1526.0,0.0,0.0,0.0
411.8,1568.0,0.0,0.0,0.0
412.32,1570.0,0.0,0.0,0.0
412.84,1519.0,0.0,0.0,0.0
413.36,1522.0,0.0,0.0,0.0
413.88,1604.0,0.0,0.0,0.0
414.41,1586.0,0.0,0.0,0.0
414.93,1600.0,0.0,0.0,0.0
415.45,1561.0,0.0,0.0,0.0
415.97,1547.0,0.0,0.0,0.0
416.49,1538.0,0.0,0.0,0.0
417.01,1531.0,0.0,0.0,0.0
417.53,1547.0,0.0,0.0,0.0
418.05,1518.0,0.0,0.0,0.0
418.58,1572.0,0.0,0.0,0.0
419.1,1554.0,0.0,0.0,0.0
419.62,1506.0,0.0,0.0,0.0
420.14,1572.0,0.0,0.0,0.0
420.66,1561.0,0.0,0.0,0.0
421.18,1549.0,0.0,0.0,0.0
421.7,1562.0,0.0,0.0,0.0
422.22,1489.0,0.0,0.0,0.0
422.74,1506.0,0.0,0.0,0.0
423.26,1553.0,0.0,0.0,0.0
423.78,1527.0,0.0,0.0,0.0
424.3,1595.0,0.0,0.0,0.0
424.83,1563.0,0.0,0.0,0.0
425.35,1542.0,0.0,0.0,0.0
425.87,1568.0,0.0,0.0,0.0
426.39,1530.0,0.0,0.0,0.0
426.91,1568.0,0.0,0.0,0.0
427.43,1597.0,0.0,0.0,0.0
427.95,1594.0,0.0,0.0,0.0
428.47,1588.0,0.0,0.0,0.0
428.99,1593.0,0.0,0.0,0.0
429.51,1579.0,0.0,0.0,0.0
430.03,1559.0,0.0,0.0,0.0
430.55,1670.0,0.0,0.0,0.0
431.07,1545.0,0.0,0.0,0.0
431.59,1538.0,0.0,0.0,0.0
432.11,1610.0,0.0,0.0,0.0
432.63,1570.0,0.0,0.0,0.0
433.15,1525.0,0.0,0.0,0.0
433.67,1546.0,0.0,0.0,0.0
434.19,1576.0,0.0,0.0,0.0
434.71,1572.0,0.0,0.0,0.0
435.22,1546.0,0.0,0.0,0.0
435.74,1574.0,0.0,0.0,0.0
436.26,1534.0,0.0,0.0,0.0
436.78,1503.0,0.0,0.0,0.0
437.3,1535.0,0.0,0.0,0.0
437.82,1576.0,0.0,0.0,0.0
438.34,1554.0,0.0,0.0,0.0
438.86,1521.0,0.0,0.0,0.0
439.38,1572.0,0.0,0.0,0.0
439.9,1583.0,0.0,0.0,0.0
440.42,1563.0,0.0,0.0,0.0
440.94,1560.0,0.0,0.0,0.0
441.45,1553.0,0.0,0.0,0.0
441.97,1580.0,0.0,0.0,0.0
442.49,1580.0,0.0,0.0,0.0
443.01,1519.0,0.0,0.0,0.0
443.53,1501.0,0.0,0.0,0.0
444.05,1530.0,0.0,0.0,0.0
444.57,1577.0,0.0,0.0,0.0
445.09,1505.0,0.0,0.0,0.0
445.6,1533.0,0.0,0.0,0.0
446.12,1580.0,0.0,0.0,0.0
446.64,1561.0,0.0,0.0,0.0
447.16,1600.0,0.0,0.0,0.0
447.68,1571.0,0.0,0.0,0.0
448.2,1562.0,0.0,0.0,0.0
448.71,1588.0,0.0,0.0,0.0
449.23,1623.0,0.0,0.0,0.0
449.75,1522.0,0.0,0.0,0.0
450.27,1526.0,0.0,0.0,0.0
450.79,1498.0,0.0,0.0,0.0
451.3,1493.0,0.0,0.0,0.0
451.82,1551.0,0.0,0.0,0.0
452.34,1535.0,0.0,0.0,0.0
452.86,1589.0,0.0,0.0,0.0
453.37,1610.0,0.0,0.0,0.0
453.89,1577.0,0.0,0.0,0.0
454.41,1549.0,0.0,0.0,0.0
454.93,1518.0,0.0,0.0,0.0
455.44,1570.0,0.0,0.0,0.0
455.96,1558.0,0.0,0.0,0.0
456.48,1553.0,0.0,0.0,0.0
457.0,1546.0,0.0,0.0,0.0
457.51,1514.0,0.0,0.0,0.0
458.03,1550.0,0.0,0.0,0.0
458.55,1584.0,0.0,0.0,0.0
459.07,1547.0,0.0,0.0,0.0
459.58,1529.0,0.0,0.0,0.0
460.1,1526.0,0.0,0.0,0.0
460.62,1576.0,0.0,0.0,0.0
461.13,1551.0,0.0,0.0,0.0
461.65,1538.0,0.0,0.0,0.0
462.17,1546.0,0.0,0.0,0.0
462.68,1591.0,0.0,0.0,0.0
463.2,1567.0,0.0,0.0,0.0
463.72,1521.0,0.0,0.0,0.0
464.23,1509.0,0.0,0.0,0.0
464.75,1586.0,0.0,0.0,0.0
465.27,1589.0,0.0,0.0,0.0
465.78,1554.0,0.0,0.0,0.0
466.3,1572.0,0.0,0.0,0.0
466.82,1586.0,0.0,0.0,0.0
467.33,1571.0,0.0,0.0,0.0
467.85,1561.0,0.0,0.0,0.0
468.36,1554.0,0.0,0.0,0.0
468.88,1591.0,0.0,0.0,0.0
469.4,1591.0,0.0,0.0,0.0
469.91,1564.0,0.0,0.0,0.0
470.43,1601.0,0.0,0.0,0.0
470.95,1580.0,0.0,0.0,0.0
471.46,1550.0,0.0,0.0,0.0
471.98,1520.0,0.0,0.0,0.0
472.49,1518.0,0.0,0.0,0.0
473.01,1568.0,0.0,0.0,0.0
473.52,1543.0,0.0,0.0,0.0
474.04,1562.0,0.0,0.0,0.0
474.56,1561.0,0.0,0.0,0.0
475.07,1539.0,0.0,0.0,0.0
475.59,1597.0,0.0,0.0,0.0
476.1,1603.0,0.0,0.0,0.0
476.62,1609.0,0.0,0.0,0.0
477.13,1579.0,0.0,0.0,0.0
477.65,1512.0,0.0,0.0,0.0
478.16,1563.0,0.0,0.0,0.0
478.68,1590.0,0.0,0.0,0.0
479.19,1609.0,0.0,0.0,0.0
479.71,1592.0,0.0,0.0,0.0
480.22,1527.0,0.0,0.0,0.0
480.74,1543.0,0.0,0.0,0.0
481.25,1602.0,0.0,0.0,0.0
481.77,1597.0,0.0,0.0,0.0
482.28,1560.0,0.0,0.0,0.0
482.8,1543.0,0.0,0.0,0.0
483.31,1585.0,0.0,0.0,0.0
483.83,1543.0,0.0,0.0,0.0
484.34,1558.0,0.0,0.0,0.0
484.86,1571.0,0.0,0.0,0.0
485.37,1574.0,0.0,0.0,0.0
485.88,1630.0,0.0,0.0,0.0
486.4,1611.0,0.0,0.0,0.0
486.91,1548.0,0.0,0.0,0.0
487.43,1575.0,0.0,0.0,0.0
487.94,1540.0,0.0,0.0,0.0
488.46,1559.0,0.0,0.0,0.0
488.97,1585.0,0.0,0.0,0.0
489.48,1575.0,0.0,0.0,0.0
490.0,1499.0,0.0,0.0,0.0
490.51,1578.0,0.0,0.0,0.0
491.03,1529.0,0.0,0.0,0.0
491.54,1533.0,0.0,0.0,0.0
492.05,1601.0,0.0,0.0,0.0
492.57,1533.0,0.0,0.0,0.0
493.08,1617.0,0.0,0.0,0.0
493.59,1613.0,0.0,0.0,0.0
494.11,1569.0,0.0,0.0,0.0
494.62,1578.0,0.0,0.0,0.0
495.13,1596.0,0.0,0.0,0.0
495.65,1557.0,0.0,0.0,0.0
496.16,1586.0,0.0,0.0,0.0
496.67,1595.0,0.0,0.0,0.0
497.19,1584.0,0.0,0.0,0.0
497.7,1543.0,0.0,0.0,0.0
498.21,1560.0,0.0,0.0,0.0
498.73,1576.0,0.0,0.0,0.0
499.24,1524.0,0.0,0.0,0.0
499.75,1561.0,0.0,0.0,0.0
500.27,1559.0,0.0,0.0,0.0
500.78,1590.0,0.0,0.0,0.0
501.29,1593.0,0.0,0.0,0.0
501.81,1610.0,0.0,0.0,0.0
502.32,1572.0,0.0,0.0,0.0
502.83,1598.0,0.0,0.0,0.0
503.34,1532.0,0.0,0.0,0.0
503.86,1576.0,0.0,0.0,0.0
504.37,1552.0,0.0,0.0,0.0
504.88,1526.0,0.0,0.0,0.0
505.39,1586.0,0.0,0.0,0.0
505.91,1553.0,0.0,0.0,0.0
506.42,1582.0,0.0,0.0,0.0
506.93,1556.0,0.0,0.0,0.0
507.44,1562.0,0.0,0.0,0.0
507.95,1527.0,0.0,0.0,0.0
508.47,1595.0,0.0,0.0,0.0
508.98,1582.0,0.0,0.0,0.0
509.49,1591.0,0.0,0.0,0.0
510.0,1567.0,0.0,0.0,0.0
510.51,1573.0,0.0,0.0,0.0
511.03,1522.0,0.0,0.0,0.0
511.54,1500.0,0.0,0.0,0.0
512.05,1538.0,0.0,0.0,0.0
512.56,1553.0,0.0,0.0,0.0
513.07,1530.0,0.0,0.0,0.0
513.58,1521.0,0.0,0.0,0.0
514.1,1626.0,0.0,0.0,0.0
514.61,1515.0,0.0,0.0,0.0
515.12,1514.0,0.0,0.0,0.0
515.63,1582.0,0.0,0.0,0.0
516.14,1565.0,0.0,0.0,0.0
516.65,1540.0,0.0,0.0,0.0
517.16,1540.0,0.0,0.0,0.0
517.68,1557.0,0.0,0.0,0.0
518.19,1550.0,0.0,0.0,0.0
518.7,1480.0,0.0,0.0,0.0
519.21,1564.0,0.0,0.0,0.0
519.72,1630.0,0.0,0.0,0.0
520.23,1580.0,0.0,0.0,0.0
520.74,1581.0,0.0,0.0,0.0
521.25,1590.0,0.0,0.0,0.0
521.76,1546.0,0.0,0.0,0.0
522.27,1641.0,0.0,0.0,0.0
522.78,1603.0,0.0,0.0,0.0
523.29,1503.0,0.0,0.0,0.0
523.8,1544.0,0.0,0.0,0.0
524.32,1536.0,0.0,0.0,0.0
524.83,1543.0,0.0,0.0,0.0
525.34,1566.0,0.0,0.0,0.0
525.85,1528.0,0.0,0.0,0.0
526.36,1549.0,0.0,0.0,0.0
526.87,1542.0,0.0,0.0,0.0
527.38,1578.0,0.0,0.0,0.0
527.89,1589.0,0.0,0.0,0.0
528.4,1566.0,0.0,0.0,0.0
528.91,1525.0,0.0,0.0,0.0
529.42,1540.0,0.0,0.0,0.0
529.93,1544.0,0.0,0.0,0.0
530.44,1599.0,0.0,0.0,0.0
530.95,1652.0,0.0,0.0,0.0
531.46,1594.0,0.0,0.0,0.0
531.97,1537.0,0.0,0.0,0.0
532.48,1566.0,0.0,0.0,0.0
532.99,1558.0,0.0,0.0,0.0
533.49,1545.0,0.0,0.0,0.0
534.0,1565.0,0.0,0.0,0.0
534.51,1581.0,0.0,0.0,0.0
535.02,1509.0,0.0,0.0,0.0
535.53,1566.0,0.0,0.0,0.0
536.04,1564.0,0.0,0.0,0.0
536.55,1534.0,0.0,0.0,0.0
537.06,1558.0,0.0,0.0,0.0
537.57,1549.0,0.0,0.0,0.0
538.08,1491.0,0.0,0.0,0.0
538.59,1530.0,0.0,0.0,0.0
539.1,1537.0,0.0,0.0,0.0
539.6,1620.0,0.0,0.0,0.0
540.11,1542.0,0.0,0.0,0.0
540.62,1572.0,0.0,0.0,0.0
541.13,1580.0,0.0,0.0,0.0
541.64,1572.0,0.0,0.0,0.0
542.15,1545.0,0.0,0.0,0.0
542.66,1525.0,0.0,0.0,0.0
543.16,1625.0,0.0,0.0,0.0
543.67,1637.0,0.0,0.0,0.0
544.18,1596.0,0.0,0.0,0.0
544.69,1578.0,0.0,0.0,0.0
545.2,1600.0,0.0,0.0,0.0
545.71,1544.0,0.0,0.0,0.0
546.21,1497.0,0.0,0.0,0.0
546.72,1507.0,0.0,0.0,0.0
547.23,1511.0,0.0,0.0,0.0
547.74,1558.0,0.0,0.0,0.0
548.25,1563.0,0.0,0.0,0.0
548.75,1595.0,0.0,0.0,0.0
549.26,1598.0,0.0,0.0,0.0
549.77,1600.0,0.0,0.0,0.0
550.28,1543.0,0.0,0.0,0.0
550.79,1523.0,0.0,0.0,0.0
551.29,1526.0,0.0,0.0,0.0
551.8,1486.0,0.0,0.0,0.0
552.31,1544.0,0.0,0.0,0.0
552.82,1597.0,0.0,0.0,0.0
553.32,1580.0,0.0,0.0,0.0
553.83,1565.0,0.0,0.0,0.0
554.34,1599.0,0.0,0.0,0.0
554.85,1595.0,0.0,0.0,0.0
555.35,1584.0,0.0,0.0,0.0
555.86,1550.0,0.0,0.0,0.0
556.37,1570.0,0.0,0.0,0.0
556.87,1569.0,0.0,0.0,0.0
557.38,1554.0,0.0,0.0,0.0
557.89,1603.0,0.0,0.0,0.0
558.39,1554.0,0.0,0.0,0.0
558.9,1553.0,0.0,0.0,0.0
559.41,1536.0,0.0,0.0,0.0
559.91,1583.0,0.0,0.0,0.0
560.42,1588.0,0.0,0.0,0.0
560.93,1599.0,0.0,0.0,0.0
561.43,1557.0,0.0,0.0,0.0
561.94,1502.0,0.0,0.0,0.0
562.45,1572.0,0.0,0.0,0.0
562.95,1567.0,0.0,0.0,0.0
563.46,1527.0,0.0,0.0,0.0
563.97,1563.0,0.0,0.0,0.0
564.47,1588.0,0.0,0.0,0.0
564.98,1522.0,0.0,0.0,0.0
565.48,1569.0,0.0,0.0,0.0
565.99,1557.0,0.0,0.0,0.0
566.5,1554.0,0.0,0.0,0.0
567.0,1606.0,0.0,0.0,0.0
567.51,1597.0,0.0,0.0,0.0
568.01,1596.0,0.0,0.0,0.0
568.52,1609.0,0.0,0.0,0.0
569.03,1578.0,0.0,0.0,0.0
569.53,1571.0,0.0,0.0,0.0
570.04,1560.0,0.0,0.0,0.0
570.54,1538.0,0.0,0.0,0.0
571.05,1540.0,0.0,0.0,0.0
571.55,1581.0,0.0,0.0,0.0
572.06,1516.0,0.0,0.0,0.0
572.56,1542.0,0.0,0.0,0.0
573.07,1551.0,0.0,0.0,0.0
573.58,1576.0,0.0,0.0,0.0
574.08,1579.0,0.0,0.0,0.0
574.59,1562.0,0.0,0.0,0.0
575.09,1560.0,0.0,0.0,0.0
575.6,1569.0,0.0,0.0,0.0
576.1,1601.0,0.0,0.0,0.0
576.61,1543.0,0.0,0.0,0.0
577.11,1541.0,0.0,0.0,0.0
577.62,1519.0,0.0,0.0,0.0
578.12,1555.0,0.0,0.0,0.0
578.62,1523.0,0.0,0.0,0.0
579.13,1540.0,0.0,0.0,0.0
579.63,1583.0,0.0,0.0,0.0
580.14,1593.0,0.0,0.0,0.0
580.64,1587.0,0.0,0.0,0.0
581.15,1524.0,0.0,0.0,0.0
581.65,1531.0,0.0,0.0,0.0
582.16,1497.0,0.0,0.0,0.0
582.66,1525.0,0.0,0.0,0.0
583.16,1587.0,0.0,0.0,0.0
583.67,1549.0,0.0,0.0,0.0
584.17,1532.0,0.0,0.0,0.0
584.68,1576.0,0.0,0.0,0.0
585.18,1597.0,0.0,0.0,0.0
585.68,1590.0,0.0,0.0,0.0
586.19,1631.0,0.0,0.0,0.0
586.69,1556.0,0.0,0.0,0.0
587.2,1513.0,0.0,0.0,0.0
587.7,1488.0,0.0,0.0,0.0
588.2,1530.0,0.0,0.0,0.0
588.71,1622.0,0.0,0.0,0.0
589.21,1595.0,0.0,0.0,0.0
589.71,1544.0,0.0,0.0,0.0
590.22,1579.0,0.0,0.0,0.0
590.72,1551.0,0.0,0.0,0.0
591.22,1551.0,0.0,0.0,0.0
591.73,1537.0,0.0,0.0,0.0
592.23,1523.0,0.0,0.0,0.0
